generation,best_length
431,4988.881291
432,4988.881291
433,4988.881291
434,4988.881291
435,4988.881291
436,4988.881291
437,4988.881291
438,4988.881291
439,4988.881291
440,4988.881291
441,4988.881291
442,4988.881291
443,4988.881291
444,4988.881291
445,4988.881291
446,4988.881291
447,4988.881291
448,4988.881291
449,4988.881291
450,4988.881291
451,4988.881291
452,4988.881291
453,4988.881291
454,4988.881291
455,4988.881291
456,4988.881291
457,4988.881291
458,4988.881291
459,4988.881291
460,4988.881291
461,4988.881291
462,4988.881291
463,4988.881291
464,4988.881291
465,4988.881291
466,4988.881291
467,4988.881291
468,4988.881291
469,4988.881291
470,4988.881291
471,4988.881291
472,4988.881291
473,4988.881291
474,4988.881291
475,4988.881291
476,4988.881291
477,4988.881291
478,4988.881291
479,4988.881291
480,4988.881291
481,4988.881291
482,4988.881291
483,4988.881291
484,4988.881291
485,4988.881291
486,4988.881291
487,4988.881291
488,4988.881291
489,4988.881291
490,4988.881291
491,4988.881291
492,4988.881291
493,4988.881291
494,4988.881291
495,4988.881291
496,4988.881291
497,4988.881291
498,4988.881291
499,4988.881291
500,4988.881291
501,4988.881291
502,4988.881291
503,4988.881291
504,4988.881291
505,4988.881291
506,4988.881291
507,4988.881291
508,4988.881291
509,4988.881291
510,4988.881291
511,4988.881291
512,4988.881291
513,4988.881291
514,4988.881291
515,4988.881291
516,4988.881291
517,4988.881291
518,4988.881291
519,4988.881291
520,4988.881291
521,4988.881291
522,4988.881291
523,4988.881291
524,4988.881291
525,4988.881291
526,4988.881291
527,4988.881291
528,4988.881291
529,4988.881291
530,4988.881291
531,4988.881291
532,4988.881291
533,4988.881291
534,4988.881291
535,4988.881291
536,4988.881291
537,4988.881291
538,4988.881291
539,4988.881291
540,4988.881291
541,4988.881291
542,4988.881291
543,4988.881291
544,4988.881291
545,4988.881291
546,4988.881291
547,4988.881291
548,4988.881291
549,4988.881291
550,4988.881291
551,4988.881291
552,4988.881291
553,4988.881291
554,4988.881291
555,4988.881291
556,4988.881291
557,4988.881291
558,4988.881291
559,4988.881291
560,4988.881291
561,4988.881291
562,4988.881291
563,4988.881291
564,4988.881291
565,4988.881291
566,4988.881291
567,4988.881291
568,4988.881291
569,4988.881291
570,4988.881291
571,4988.881291
572,4988.881291
573,4988.881291
574,4988.881291
575,4988.881291
576,4988.881291
577,4988.881291
578,4988.881291
579,4988.881291
580,4988.881291
581,4988.881291
582,4988.881291
583,4988.881291
584,4988.881291
585,4988.881291
586,4988.881291
587,4988.881291
588,4988.881291
589,4988.881291
590,4988.881291
591,4988.881291
592,4988.881291
593,4988.881291
594,4988.881291
595,4988.881291
596,4988.881291
597,4988.881291
598,4988.881291
599,4988.881291
600,4988.881291
601,4988.881291
602,4988.881291
603,4988.881291
604,4988.881291
605,4988.881291
606,4988.881291
607,4988.881291
608,4988.881291
609,4988.881291
610,4988.881291
611,4988.881291
612,4988.881291
613,4988.881291
614,4988.881291
615,4988.881291
616,4988.881291
617,4988.881291
618,4988.881291
619,4988.881291
620,4988.881291
621,4988.881291
622,4988.881291
623,4988.881291
624,4988.881291
625,4988.881291
626,4988.881291
627,4988.881291
628,4988.881291
629,4988.881291
630,4988.881291
631,4988.881291
632,4988.881291
633,4988.881291
634,4988.881291
635,4988.881291
636,4988.881291
637,4988.881291
638,4988.881291
639,4988.881291
640,4988.881291
641,4988.881291
642,4988.881291
643,4988.881291
644,4988.881291
645,4988.881291
646,4988.881291
647,4988.881291
648,4988.881291
649,4988.881291
650,4988.881291
651,4988.881291
652,4988.881291
653,4988.881291
654,4988.881291
655,4988.881291
656,4988.881291
657,4988.881291
658,4988.881291
659,4988.881291
660,4988.881291
661,4988.881291
662,4988.881291
663,4988.881291
664,4988.881291
665,4988.881291
666,4988.881291
667,4988.881291
668,4988.881291
669,4988.881291
670,4988.881291
671,4988.881291
672,4988.881291
673,4988.881291
674,4988.881291
675,4988.881291
676,4988.881291
677,4988.881291
678,4988.881291
679,4988.881291
680,4988.881291
681,4988.881291
682,4988.881291
683,4988.881291
684,4988.881291
685,4988.881291
686,4988.881291
687,4988.881291
688,4988.881291
689,4988.881291
690,4988.881291
691,4988.881291
692,4988.881291
693,4988.881291
694,4988.881291
695,4988.881291
696,4988.881291
697,4988.881291
698,4988.881291
699,4988.881291
700,4988.881291
701,4988.881291
702,4988.881291
703,4988.881291
704,4988.881291
705,4988.881291
706,4988.881291
707,4988.881291
708,4988.881291
709,4988.881291
710,4988.881291
711,4988.881291
712,4988.881291
713,4988.881291
714,4988.881291
715,4988.881291
716,4988.881291
717,4988.881291
718,4988.881291
719,4988.881291
720,4988.881291
721,4988.881291
722,4988.881291
723,4988.881291
724,4988.881291
725,4988.881291
726,4988.881291
727,4988.881291
728,4988.881291
729,4988.881291
730,4988.881291
731,4988.881291
732,4988.881291
733,4988.881291
734,4988.881291
735,4988.881291
736,4988.881291
737,4988.881291
738,4988.881291
739,4988.881291
740,4988.881291
741,4988.881291
742,4988.881291
743,4988.881291
744,4988.881291
745,4988.881291
746,4988.881291
747,4988.881291
748,4988.881291
749,4988.881291
750,4988.881291
751,4988.881291
752,4988.881291
753,4988.881291
754,4988.881291
755,4988.881291
756,4988.881291
757,4988.881291
758,4988.881291
759,4988.881291
760,4988.881291
761,4988.881291
762,4988.881291
763,4988.881291
764,4988.881291
765,4988.881291
766,4988.881291
767,4988.881291
768,4988.881291
769,4988.881291
770,4988.881291
771,4988.881291
772,4988.881291
773,4988.881291
774,4988.881291
775,4988.881291
776,4988.881291
777,4988.881291
778,4988.881291
779,4988.881291
780,4988.881291
781,4988.881291
782,4988.881291
783,4988.881291
784,4988.881291
785,4988.881291
786,4988.881291
787,4988.881291
788,4988.881291
789,4988.881291
790,4988.881291
791,4988.881291
792,4988.881291
793,4988.881291
794,4988.881291
795,4988.881291
796,4988.881291
797,4988.881291
798,4988.881291
799,4988.881291
800,4988.881291
801,4988.881291
802,4988.881291
803,4988.881291
804,4988.881291
805,4988.881291
806,4988.881291
807,4988.881291
808,4988.881291
809,4988.881291
810,4988.881291
811,4988.881291
812,4988.881291
813,4988.881291
814,4988.881291
815,4988.881291
816,4988.881291
817,4988.881291
818,4988.881291
819,4988.881291
820,4988.881291
821,4988.881291
822,4988.881291
823,4988.881291
824,4988.881291
825,4988.881291
826,4988.881291
827,4988.881291
828,4988.881291
829,4988.881291
830,4988.881291
831,4988.881291
832,4988.881291
833,4988.881291
834,4988.881291
835,4988.881291
836,4988.881291
837,4988.881291
838,4988.881291
839,4988.881291
840,4988.881291
841,4988.881291
842,4988.881291
843,4988.881291
844,4988.881291
845,4988.881291
846,4988.881291
847,4988.881291
848,4988.881291
849,4988.881291
850,4988.881291
851,4988.881291
852,4988.881291
853,4988.881291
854,4988.881291
855,4988.881291
856,4988.881291
857,4988.881291
858,4988.881291
859,4988.881291
860,4988.881291
861,4988.881291
862,4988.881291
863,4988.881291
864,4988.881291
865,4988.881291
866,4988.881291
867,4988.881291
868,4988.881291
869,4988.881291
870,4988.881291
871,4988.881291
872,4988.881291
873,4988.881291
874,4988.881291
875,4988.881291
876,4988.881291
877,4988.881291
878,4988.881291
879,4988.881291
880,4988.881291
881,4988.881291
882,4988.881291
883,4988.881291
884,4988.881291
885,4988.881291
886,4988.881291
887,4988.881291
888,4988.881291
889,4988.881291
890,4988.881291
891,4988.881291
892,4988.881291
893,4988.881291
894,4988.881291
895,4988.881291
896,4988.881291
897,4988.881291
898,4988.881291
899,4988.881291
900,4988.881291
901,4988.881291
902,4988.881291
903,4988.881291
904,4988.881291
905,4988.881291
906,4988.881291
907,4988.881291
908,4988.881291
909,4988.881291
910,4988.881291
911,4988.881291
912,4988.881291
913,4988.881291
914,4988.881291
915,4988.881291
916,4988.881291
917,4988.881291
918,4988.881291
919,4988.881291
920,4988.881291
921,4988.881291
922,4988.881291
923,4988.881291
924,4988.881291
925,4988.881291
926,4988.881291
927,4988.881291
928,4988.881291
929,4988.881291
930,4988.881291
931,4988.881291
932,4988.881291
933,4988.881291
934,4988.881291
935,4988.881291
936,4988.881291
937,4988.881291
938,4988.881291
939,4988.881291
940,4988.881291
941,4988.881291
942,4988.881291
943,4988.881291
944,4988.881291
945,4988.881291
946,4988.881291
947,4988.881291
948,4988.881291
949,4988.881291
950,4988.881291
951,4988.881291
952,4988.881291
953,4988.881291
954,4988.881291
955,4988.881291
956,4988.881291
957,4988.881291
958,4988.881291
959,4988.881291
960,4988.881291
961,4988.881291
962,4988.881291
963,4988.881291
964,4988.881291
965,4988.881291
966,4988.881291
967,4988.881291
968,4988.881291
969,4988.881291
970,4988.881291
971,4988.881291
972,4988.881291
973,4988.881291
974,4988.881291
975,4988.881291
976,4988.881291
977,4988.881291
978,4988.881291
979,4988.881291
980,4988.881291
981,4988.881291
982,4988.881291
983,4988.881291
984,4988.881291
985,4988.881291
986,4988.881291
987,4988.881291
988,4988.881291
989,4988.881291
990,4988.881291
991,4988.881291
992,4988.881291
993,4988.881291
994,4988.881291
995,4988.881291
996,4988.881291
997,4988.881291
998,4988.881291
999,4988.881291
1000,4988.881291
