generation,best_length
306,2801.543859
307,2801.543859
308,2801.543859
309,2801.543859
310,2801.543859
311,2801.543859
312,2801.543859
313,2801.543859
314,2801.543859
315,2801.543859
316,2801.543859
317,2801.543859
318,2801.543859
319,2801.543859
320,2801.543859
321,2801.543859
322,2801.543859
323,2801.543859
324,2801.543859
325,2801.543859
326,2801.543859
327,2801.543859
328,2801.543859
329,2801.543859
330,2801.543859
331,2801.543859
332,2801.543859
333,2801.543859
334,2801.543859
335,2801.543859
336,2801.543859
337,2801.543859
338,2801.543859
339,2801.543859
340,2801.543859
341,2801.543859
342,2801.543859
343,2801.543859
344,2801.543859
345,2801.543859
346,2801.543859
347,2801.543859
348,2801.543859
349,2801.543859
350,2801.543859
351,2801.543859
352,2801.543859
353,2801.543859
354,2801.543859
355,2801.543859
356,2801.543859
357,2801.543859
358,2801.543859
359,2801.543859
360,2801.543859
361,2801.543859
362,2801.543859
363,2801.543859
364,2801.543859
365,2801.543859
366,2801.543859
367,2801.543859
368,2801.543859
369,2801.543859
370,2801.543859
371,2801.543859
372,2801.543859
373,2801.543859
374,2801.543859
375,2801.543859
376,2801.543859
377,2801.543859
378,2801.543859
379,2801.543859
380,2801.543859
381,2801.543859
382,2801.543859
383,2801.543859
384,2801.543859
385,2801.543859
386,2801.543859
387,2801.543859
388,2801.543859
389,2801.543859
390,2801.543859
391,2801.543859
392,2801.543859
393,2801.543859
394,2801.543859
395,2801.543859
396,2801.543859
397,2801.543859
398,2801.543859
399,2801.543859
400,2801.543859
401,2801.543859
402,2801.543859
403,2801.543859
404,2801.543859
405,2801.543859
406,2801.543859
407,2801.543859
408,2801.543859
409,2801.543859
410,2801.543859
411,2801.543859
412,2801.543859
413,2801.543859
414,2801.543859
415,2801.543859
416,2801.543859
417,2801.543859
418,2801.543859
419,2801.543859
420,2801.543859
421,2801.543859
422,2801.543859
423,2801.543859
424,2801.543859
425,2801.543859
426,2801.543859
427,2801.543859
428,2801.543859
429,2801.543859
430,2801.543859
431,2801.543859
432,2801.543859
433,2801.543859
434,2801.543859
435,2801.543859
436,2801.543859
437,2801.543859
438,2801.543859
439,2801.543859
440,2801.543859
441,2801.543859
442,2801.543859
443,2801.543859
444,2801.543859
445,2801.543859
446,2801.543859
447,2801.543859
448,2801.543859
449,2801.543859
450,2801.543859
451,2801.543859
452,2801.543859
453,2801.543859
454,2801.543859
455,2801.543859
456,2801.543859
457,2801.543859
458,2801.543859
459,2801.543859
460,2801.543859
461,2801.543859
462,2801.543859
463,2801.543859
464,2801.543859
465,2801.543859
466,2801.543859
467,2801.543859
468,2801.543859
469,2801.543859
470,2801.543859
471,2801.543859
472,2801.543859
473,2801.543859
474,2801.543859
475,2801.543859
476,2801.543859
477,2801.543859
478,2801.543859
479,2801.543859
480,2801.543859
481,2801.543859
482,2801.543859
483,2801.543859
484,2801.543859
485,2801.543859
486,2801.543859
487,2801.543859
488,2801.543859
489,2801.543859
490,2801.543859
491,2801.543859
492,2801.543859
493,2801.543859
494,2801.543859
495,2801.543859
496,2801.543859
497,2801.543859
498,2801.543859
499,2801.543859
500,2801.543859
501,2801.543859
502,2801.543859
503,2801.543859
504,2801.543859
505,2801.543859
506,2801.543859
507,2801.543859
508,2801.543859
509,2801.543859
510,2801.543859
511,2801.543859
512,2801.543859
513,2801.543859
514,2801.543859
515,2801.543859
516,2801.543859
517,2801.543859
518,2801.543859
519,2801.543859
520,2801.543859
521,2801.543859
522,2801.543859
523,2801.543859
524,2801.543859
525,2801.543859
526,2801.543859
527,2801.543859
528,2801.543859
529,2801.543859
530,2801.543859
531,2801.543859
532,2801.543859
533,2801.543859
534,2801.543859
535,2801.543859
536,2801.543859
537,2801.543859
538,2801.543859
539,2801.543859
540,2801.543859
541,2801.543859
542,2801.543859
543,2801.543859
544,2801.543859
545,2801.543859
546,2801.543859
547,2801.543859
548,2801.543859
549,2801.543859
550,2801.543859
551,2801.543859
552,2801.543859
553,2801.543859
554,2801.543859
555,2801.543859
556,2801.543859
557,2801.543859
558,2801.543859
559,2801.543859
560,2801.543859
561,2801.543859
562,2801.543859
563,2801.543859
564,2801.543859
565,2801.543859
566,2801.543859
567,2801.543859
568,2801.543859
569,2801.543859
570,2801.543859
571,2801.543859
572,2801.543859
573,2801.543859
574,2801.543859
575,2801.543859
576,2801.543859
577,2801.543859
578,2801.543859
579,2801.543859
580,2801.543859
581,2801.543859
582,2801.543859
583,2801.543859
584,2801.543859
585,2801.543859
586,2801.543859
587,2801.543859
588,2801.543859
589,2801.543859
590,2801.543859
591,2801.543859
592,2801.543859
593,2801.543859
594,2801.543859
595,2801.543859
596,2801.543859
597,2801.543859
598,2801.543859
599,2801.543859
600,2801.543859
601,2801.543859
602,2801.543859
603,2801.543859
604,2801.543859
605,2801.543859
606,2801.543859
607,2801.543859
608,2801.543859
609,2801.543859
610,2801.543859
611,2801.543859
612,2801.543859
613,2801.543859
614,2801.543859
615,2801.543859
616,2801.543859
617,2801.543859
618,2801.543859
619,2801.543859
620,2801.543859
621,2801.543859
622,2801.543859
623,2801.543859
624,2801.543859
625,2801.543859
626,2801.543859
627,2801.543859
628,2801.543859
629,2801.543859
630,2801.543859
631,2801.543859
632,2801.543859
633,2801.543859
634,2801.543859
635,2801.543859
636,2801.543859
637,2801.543859
638,2801.543859
639,2801.543859
640,2801.543859
641,2801.543859
642,2801.543859
643,2801.543859
644,2801.543859
645,2801.543859
646,2801.543859
647,2801.543859
648,2801.543859
649,2801.543859
650,2801.543859
651,2801.543859
652,2801.543859
653,2801.543859
654,2801.543859
655,2801.543859
656,2801.543859
657,2801.543859
658,2801.543859
659,2801.543859
660,2801.543859
661,2801.543859
662,2801.543859
663,2801.543859
664,2801.543859
665,2801.543859
666,2801.543859
667,2801.543859
668,2801.543859
669,2801.543859
670,2801.543859
671,2801.543859
672,2801.543859
673,2801.543859
674,2801.543859
675,2801.543859
676,2801.543859
677,2801.543859
678,2801.543859
679,2801.543859
680,2801.543859
681,2801.543859
682,2801.543859
683,2801.543859
684,2801.543859
685,2801.543859
686,2801.543859
687,2801.543859
688,2801.543859
689,2801.543859
690,2801.543859
691,2801.543859
692,2801.543859
693,2801.543859
694,2801.543859
695,2801.543859
696,2801.543859
697,2801.543859
698,2801.543859
699,2801.543859
700,2801.543859
701,2801.543859
702,2801.543859
703,2801.543859
704,2801.543859
705,2801.543859
706,2801.543859
707,2801.543859
708,2801.543859
709,2801.543859
710,2801.543859
711,2801.543859
712,2801.543859
713,2801.543859
714,2801.543859
715,2801.543859
716,2801.543859
717,2801.543859
718,2801.543859
719,2801.543859
720,2801.543859
721,2801.543859
722,2801.543859
723,2801.543859
724,2801.543859
725,2801.543859
726,2801.543859
727,2801.543859
728,2801.543859
729,2801.543859
730,2801.543859
731,2801.543859
732,2801.543859
733,2801.543859
734,2801.543859
735,2801.543859
736,2801.543859
737,2801.543859
738,2801.543859
739,2801.543859
740,2801.543859
741,2801.543859
742,2801.543859
743,2801.543859
744,2801.543859
745,2801.543859
746,2801.543859
747,2801.543859
748,2801.543859
749,2801.543859
750,2801.543859
751,2801.543859
752,2801.543859
753,2801.543859
754,2801.543859
755,2801.543859
756,2801.543859
757,2801.543859
758,2801.543859
759,2801.543859
760,2801.543859
761,2801.543859
762,2801.543859
763,2801.543859
764,2801.543859
765,2801.543859
766,2801.543859
767,2801.543859
768,2801.543859
769,2801.543859
770,2801.543859
771,2801.543859
772,2801.543859
773,2801.543859
774,2801.543859
775,2801.543859
776,2801.543859
777,2801.543859
778,2801.543859
779,2801.543859
780,2801.543859
781,2801.543859
782,2801.543859
783,2801.543859
784,2801.543859
785,2801.543859
786,2801.543859
787,2801.543859
788,2801.543859
789,2801.543859
790,2801.543859
791,2801.543859
792,2801.543859
793,2801.543859
794,2801.543859
795,2801.543859
796,2801.543859
797,2801.543859
798,2801.543859
799,2801.543859
800,2801.543859
801,2801.543859
802,2801.543859
803,2801.543859
804,2801.543859
805,2801.543859
806,2801.543859
807,2801.543859
808,2801.543859
809,2801.543859
810,2801.543859
811,2801.543859
812,2801.543859
813,2801.543859
814,2801.543859
815,2801.543859
816,2801.543859
817,2801.543859
818,2801.543859
819,2801.543859
820,2801.543859
821,2801.543859
822,2801.543859
823,2801.543859
824,2801.543859
825,2801.543859
826,2801.543859
827,2801.543859
828,2801.543859
829,2801.543859
830,2801.543859
831,2801.543859
832,2801.543859
833,2801.543859
834,2801.543859
835,2801.543859
836,2801.543859
837,2801.543859
838,2801.543859
839,2801.543859
840,2801.543859
841,2801.543859
842,2801.543859
843,2801.543859
844,2801.543859
845,2801.543859
846,2801.543859
847,2801.543859
848,2801.543859
849,2801.543859
850,2801.543859
851,2801.543859
852,2801.543859
853,2801.543859
854,2801.543859
855,2801.543859
856,2801.543859
857,2801.543859
858,2801.543859
859,2801.543859
860,2801.543859
861,2801.543859
862,2801.543859
863,2801.543859
864,2801.543859
865,2801.543859
866,2801.543859
867,2801.543859
868,2801.543859
869,2801.543859
870,2801.543859
871,2801.543859
872,2801.543859
873,2801.543859
874,2801.543859
875,2801.543859
876,2801.543859
877,2801.543859
878,2801.543859
879,2801.543859
880,2801.543859
881,2801.543859
882,2801.543859
883,2801.543859
884,2801.543859
885,2801.543859
886,2801.543859
887,2801.543859
888,2801.543859
889,2801.543859
890,2801.543859
891,2801.543859
892,2801.543859
893,2801.543859
894,2801.543859
895,2801.543859
896,2801.543859
897,2801.543859
898,2801.543859
899,2801.543859
900,2801.543859
901,2801.543859
902,2801.543859
903,2801.543859
904,2801.543859
905,2801.543859
906,2801.543859
907,2801.543859
908,2801.543859
909,2801.543859
910,2801.543859
911,2801.543859
912,2801.543859
913,2801.543859
914,2801.543859
915,2801.543859
916,2801.543859
917,2801.543859
918,2801.543859
919,2801.543859
920,2801.543859
921,2801.543859
922,2801.543859
923,2801.543859
924,2801.543859
925,2801.543859
926,2801.543859
927,2801.543859
928,2801.543859
929,2801.543859
930,2801.543859
931,2801.543859
932,2801.543859
933,2801.543859
934,2801.543859
935,2801.543859
936,2801.543859
937,2801.543859
938,2801.543859
939,2801.543859
940,2801.543859
941,2801.543859
942,2801.543859
943,2801.543859
944,2801.543859
945,2801.543859
946,2801.543859
947,2801.543859
948,2801.543859
949,2801.543859
950,2801.543859
951,2801.543859
952,2801.543859
953,2801.543859
954,2801.543859
955,2801.543859
956,2801.543859
957,2801.543859
958,2801.543859
959,2801.543859
960,2801.543859
961,2801.543859
962,2801.543859
963,2801.543859
964,2801.543859
965,2801.543859
966,2801.543859
967,2801.543859
968,2801.543859
969,2801.543859
970,2801.543859
971,2801.543859
972,2801.543859
973,2801.543859
974,2801.543859
975,2801.543859
976,2801.543859
977,2801.543859
978,2801.543859
979,2801.543859
980,2801.543859
981,2801.543859
982,2801.543859
983,2801.543859
984,2801.543859
985,2801.543859
986,2801.543859
987,2801.543859
988,2801.543859
989,2801.543859
990,2801.543859
991,2801.543859
992,2801.543859
993,2801.543859
994,2801.543859
995,2801.543859
996,2801.543859
997,2801.543859
998,2801.543859
999,2801.543859
1000,2801.543859
